# BEGIN PLOT
Legend=1
LogY=1
XLabel=$p_\mathrm{T}$ [GeV]
YLabel=$\mathrm{d}^2\sigma / \mathrm{d}p_\mathrm{T}\mathrm{d}y$ [pb/GeV]
LogX=1
Title=Inclusive jet cross section ($1.5 \leq |y| < 2.0$), $R = 0.4$
DrawOnly=/ATLAS_2017_I1604271/d10-x01-y01 //host/pp8TeV-flat.yoda/ATLAS_2017_I1604271/d10-x01-y01 //host/pp8TeV-bias.yoda/ATLAS_2017_I1604271/d10-x01-y01
LegendOnly=/ATLAS_2017_I1604271/d10-x01-y01 //host/pp8TeV-flat.yoda/ATLAS_2017_I1604271/d10-x01-y01 //host/pp8TeV-bias.yoda/ATLAS_2017_I1604271/d10-x01-y01
RatioPlot=1
RatioPlotReference=/ATLAS_2017_I1604271/d10-x01-y01
# END PLOT

# BEGIN HISTO1D /ATLAS_2017_I1604271/d10-x01-y01
ConnectBins=0
ErrorBars=1
IsRef=1
Path=/ATLAS_2017_I1604271/d10-x01-y01
PolyMarker=*
Title=Data
# xlow	 xhigh	 val	 errminus	 errplus
7.000000e+01	8.500000e+01	1.776220e+04	1.495901e+03	1.569762e+03
8.500000e+01	1.000000e+02	7.471800e+03	5.406754e+02	5.771823e+02
1.000000e+02	1.160000e+02	3.346390e+03	2.187228e+02	2.287224e+02
1.160000e+02	1.340000e+02	1.540090e+03	9.487380e+01	9.391774e+01
1.340000e+02	1.520000e+02	7.348300e+02	4.296455e+01	4.181599e+01
1.520000e+02	1.720000e+02	3.727510e+02	2.047863e+01	2.036829e+01
1.720000e+02	1.940000e+02	1.872820e+02	9.742100e+00	9.973853e+00
1.940000e+02	2.160000e+02	9.510000e+01	4.854893e+00	4.992308e+00
2.160000e+02	2.400000e+02	5.116000e+01	2.633594e+00	2.691790e+00
2.400000e+02	2.640000e+02	2.753500e+01	1.421490e+00	1.460918e+00
2.640000e+02	2.900000e+02	1.507500e+01	7.812565e-01	8.050235e-01
2.900000e+02	3.180000e+02	8.284000e+00	4.331959e-01	4.487824e-01
3.180000e+02	3.460000e+02	4.655200e+00	2.511702e-01	2.612391e-01
3.460000e+02	3.760000e+02	2.655800e+00	1.496625e-01	1.560512e-01
3.760000e+02	4.080000e+02	1.462000e+00	8.600216e-02	9.092063e-02
4.080000e+02	4.420000e+02	7.939000e-01	4.935342e-02	5.269111e-02
4.420000e+02	4.780000e+02	4.344000e-01	2.900698e-02	3.058263e-02
4.780000e+02	5.160000e+02	2.314500e-01	1.678069e-02	1.723828e-02
5.160000e+02	5.560000e+02	1.214300e-01	9.615241e-03	9.719792e-03
5.560000e+02	5.980000e+02	6.256000e-02	5.308426e-03	5.386942e-03
5.980000e+02	6.420000e+02	3.150800e-02	2.812232e-03	2.878716e-03
6.420000e+02	6.880000e+02	1.529800e-02	1.433821e-03	1.463144e-03
6.880000e+02	7.360000e+02	7.161000e-03	7.145549e-04	7.202320e-04
7.360000e+02	7.860000e+02	3.296000e-03	3.565834e-04	3.566646e-04
7.860000e+02	8.380000e+02	1.455200e-03	1.715396e-04	1.729928e-04
8.380000e+02	8.940000e+02	5.943000e-04	7.583261e-05	7.837609e-05
8.940000e+02	9.520000e+02	2.291000e-04	3.157912e-05	3.373140e-05
9.520000e+02	1.012000e+03	9.310000e-05	1.424705e-05	1.566457e-05
1.012000e+03	1.076000e+03	2.693000e-05	5.082479e-06	5.626677e-06
1.076000e+03	1.310000e+03	2.800000e-06	1.009211e-06	1.144666e-06
# END HISTO1D


# BEGIN HISTO1D //host/pp8TeV-flat.yoda/ATLAS_2017_I1604271/d10-x01-y01
LineColor=red
LineStyle=solid
Path=//host/pp8TeV-flat.yoda/ATLAS_2017_I1604271/d10-x01-y01
ScaledBy=9.69292990000000032e+02
Title=flat
# xlow	 xhigh	 val	 errminus	 errplus
7.000000e+01	8.500000e+01	2.035515e+04	1.146883e+03	1.146883e+03
8.500000e+01	1.000000e+02	8.852873e+03	7.563524e+02	7.563524e+02
1.000000e+02	1.160000e+02	4.846465e+03	5.418512e+02	5.418512e+02
1.160000e+02	1.340000e+02	2.046285e+03	3.319513e+02	3.319513e+02
1.340000e+02	1.520000e+02	1.130842e+03	2.467699e+02	2.467699e+02
1.520000e+02	1.720000e+02	3.877172e+02	1.370787e+02	1.370787e+02
1.720000e+02	1.940000e+02	2.643526e+02	1.079215e+02	1.079215e+02
1.940000e+02	2.160000e+02	8.811755e+01	6.230852e+01	6.230852e+01
2.160000e+02	2.400000e+02	0.000000e+00	0.000000e+00	0.000000e+00
2.400000e+02	2.640000e+02	8.077442e+01	5.711614e+01	5.711614e+01
2.640000e+02	2.900000e+02	3.728050e+01	3.728050e+01	3.728050e+01
2.900000e+02	3.180000e+02	3.461761e+01	3.461761e+01	3.461761e+01
3.180000e+02	3.460000e+02	0.000000e+00	0.000000e+00	0.000000e+00
3.460000e+02	3.760000e+02	3.230977e+01	3.230977e+01	3.230977e+01
3.760000e+02	4.080000e+02	0.000000e+00	0.000000e+00	0.000000e+00
4.080000e+02	4.420000e+02	0.000000e+00	0.000000e+00	0.000000e+00
4.420000e+02	4.780000e+02	0.000000e+00	0.000000e+00	0.000000e+00
4.780000e+02	5.160000e+02	0.000000e+00	0.000000e+00	0.000000e+00
5.160000e+02	5.560000e+02	0.000000e+00	0.000000e+00	0.000000e+00
5.560000e+02	5.980000e+02	0.000000e+00	0.000000e+00	0.000000e+00
5.980000e+02	6.420000e+02	0.000000e+00	0.000000e+00	0.000000e+00
6.420000e+02	6.880000e+02	0.000000e+00	0.000000e+00	0.000000e+00
6.880000e+02	7.360000e+02	0.000000e+00	0.000000e+00	0.000000e+00
7.360000e+02	7.860000e+02	0.000000e+00	0.000000e+00	0.000000e+00
7.860000e+02	8.380000e+02	0.000000e+00	0.000000e+00	0.000000e+00
8.380000e+02	8.940000e+02	0.000000e+00	0.000000e+00	0.000000e+00
8.940000e+02	9.520000e+02	0.000000e+00	0.000000e+00	0.000000e+00
9.520000e+02	1.012000e+03	0.000000e+00	0.000000e+00	0.000000e+00
1.012000e+03	1.076000e+03	0.000000e+00	0.000000e+00	0.000000e+00
1.076000e+03	1.310000e+03	0.000000e+00	0.000000e+00	0.000000e+00
# END HISTO1D


# BEGIN HISTO1D //host/pp8TeV-bias.yoda/ATLAS_2017_I1604271/d10-x01-y01
LineColor=blue
LineStyle=solid
Path=//host/pp8TeV-bias.yoda/ATLAS_2017_I1604271/d10-x01-y01
ScaledBy=6.58718750237914264e+03
Title=bias
# xlow	 xhigh	 val	 errminus	 errplus
7.000000e+01	8.500000e+01	2.067290e+04	1.636007e+03	1.636007e+03
8.500000e+01	1.000000e+02	1.150205e+04	1.064402e+03	1.064402e+03
1.000000e+02	1.160000e+02	4.350601e+03	4.465006e+02	4.465006e+02
1.160000e+02	1.340000e+02	1.904931e+03	1.768297e+02	1.768297e+02
1.340000e+02	1.520000e+02	7.748911e+02	7.891238e+01	7.891238e+01
1.520000e+02	1.720000e+02	4.733073e+02	5.260378e+01	5.260378e+01
1.720000e+02	1.940000e+02	2.589977e+02	2.871217e+01	2.871217e+01
1.940000e+02	2.160000e+02	1.289046e+02	1.863881e+01	1.863881e+01
2.160000e+02	2.400000e+02	6.551775e+01	8.749710e+00	8.749710e+00
2.400000e+02	2.640000e+02	3.108209e+01	4.450860e+00	4.450860e+00
2.640000e+02	2.900000e+02	1.869633e+01	2.668024e+00	2.668024e+00
2.900000e+02	3.180000e+02	1.260924e+01	2.030439e+00	2.030439e+00
3.180000e+02	3.460000e+02	5.881929e+00	9.173566e-01	9.173566e-01
3.460000e+02	3.760000e+02	2.389566e+00	4.586870e-01	4.586870e-01
3.760000e+02	4.080000e+02	1.925058e+00	3.741058e-01	3.741058e-01
4.080000e+02	4.420000e+02	9.732841e-01	2.564060e-01	2.564060e-01
4.420000e+02	4.780000e+02	5.202672e-01	1.275575e-01	1.275575e-01
4.780000e+02	5.160000e+02	2.422761e-01	6.812265e-02	6.812265e-02
5.160000e+02	5.560000e+02	1.100225e-01	3.751360e-02	3.751360e-02
5.560000e+02	5.980000e+02	7.629050e-02	2.759031e-02	2.759031e-02
5.980000e+02	6.420000e+02	4.628195e-03	4.628196e-03	4.628196e-03
6.420000e+02	6.880000e+02	1.537076e-02	9.050810e-03	9.050810e-03
6.880000e+02	7.360000e+02	3.352538e-02	1.410171e-02	1.410171e-02
7.360000e+02	7.860000e+02	0.000000e+00	0.000000e+00	0.000000e+00
7.860000e+02	8.380000e+02	1.695504e-03	1.695505e-03	1.695505e-03
8.380000e+02	8.940000e+02	0.000000e+00	0.000000e+00	0.000000e+00
8.940000e+02	9.520000e+02	8.265669e-04	8.265669e-04	8.265669e-04
9.520000e+02	1.012000e+03	0.000000e+00	0.000000e+00	0.000000e+00
1.012000e+03	1.076000e+03	0.000000e+00	0.000000e+00	0.000000e+00
1.076000e+03	1.310000e+03	0.000000e+00	0.000000e+00	0.000000e+00
# END HISTO1D

