# BEGIN PLOT
Legend=1
LogY=1
XLabel=$p_\mathrm{T}$ [GeV]
YLabel=$\mathrm{d}^2\sigma / \mathrm{d}p_\mathrm{T}\mathrm{d}y$ [pb/GeV]
LogX=1
Title=Inclusive jet cross section ($1.5 \leq |y| < 2.0$), $R = 0.6$
DrawOnly=/ATLAS_2017_I1604271/d04-x01-y01 //host/pp8TeV-flat.yoda/ATLAS_2017_I1604271/d04-x01-y01 //host/pp8TeV-bias.yoda/ATLAS_2017_I1604271/d04-x01-y01
LegendOnly=/ATLAS_2017_I1604271/d04-x01-y01 //host/pp8TeV-flat.yoda/ATLAS_2017_I1604271/d04-x01-y01 //host/pp8TeV-bias.yoda/ATLAS_2017_I1604271/d04-x01-y01
RatioPlot=1
RatioPlotReference=/ATLAS_2017_I1604271/d04-x01-y01
# END PLOT

# BEGIN HISTO1D /ATLAS_2017_I1604271/d04-x01-y01
ConnectBins=0
ErrorBars=1
IsRef=1
Path=/ATLAS_2017_I1604271/d04-x01-y01
PolyMarker=*
Title=Data
# xlow	 xhigh	 val	 errminus	 errplus
7.000000e+01	8.500000e+01	2.462220e+04	2.637284e+03	2.793208e+03
8.500000e+01	1.000000e+02	9.795900e+03	9.024638e+02	9.512407e+02
1.000000e+02	1.160000e+02	4.208200e+03	3.535566e+02	3.658580e+02
1.160000e+02	1.340000e+02	1.970380e+03	1.511496e+02	1.547931e+02
1.340000e+02	1.520000e+02	9.494000e+02	6.804906e+01	7.018272e+01
1.520000e+02	1.720000e+02	4.668750e+02	3.155665e+01	3.246791e+01
1.720000e+02	1.940000e+02	2.299940e+02	1.508414e+01	1.532423e+01
1.940000e+02	2.160000e+02	1.168900e+02	7.434676e+00	7.559604e+00
2.160000e+02	2.400000e+02	6.217000e+01	3.870348e+00	3.983246e+00
2.400000e+02	2.640000e+02	3.335700e+01	2.042711e+00	2.089700e+00
2.640000e+02	2.900000e+02	1.819900e+01	1.113797e+00	1.120285e+00
2.900000e+02	3.180000e+02	9.772000e+00	5.988229e-01	6.009885e-01
3.180000e+02	3.460000e+02	5.426000e+00	3.375032e-01	3.427306e-01
3.460000e+02	3.760000e+02	3.090500e+00	1.969131e-01	2.005485e-01
3.760000e+02	4.080000e+02	1.716700e+00	1.144993e-01	1.158064e-01
4.080000e+02	4.420000e+02	9.096300e-01	6.435891e-02	6.486298e-02
4.420000e+02	4.780000e+02	5.003000e-01	3.763821e-02	3.812073e-02
4.780000e+02	5.160000e+02	2.668400e-01	2.156975e-02	2.221034e-02
5.160000e+02	5.560000e+02	1.376100e-01	1.187196e-02	1.251539e-02
5.560000e+02	5.980000e+02	7.125000e-02	6.386537e-03	6.828156e-03
5.980000e+02	6.420000e+02	3.547000e-02	3.329604e-03	3.523371e-03
6.420000e+02	6.880000e+02	1.731500e-02	1.723117e-03	1.767831e-03
