# BEGIN PLOT
Legend=1
LogY=1
XLabel=$p_\mathrm{T}$ [GeV]
YLabel=$\mathrm{d}^2\sigma / \mathrm{d}p_\mathrm{T}\mathrm{d}y$ [pb/GeV]
LogX=1
Title=Inclusive jet cross section ($0.5 \leq |y| < 1.0$), $R = 0.6$
DrawOnly=/ATLAS_2017_I1604271/d02-x01-y01 //host/pp8TeV-flat.yoda/ATLAS_2017_I1604271/d02-x01-y01 //host/pp8TeV-bias.yoda/ATLAS_2017_I1604271/d02-x01-y01
LegendOnly=/ATLAS_2017_I1604271/d02-x01-y01 //host/pp8TeV-flat.yoda/ATLAS_2017_I1604271/d02-x01-y01 //host/pp8TeV-bias.yoda/ATLAS_2017_I1604271/d02-x01-y01
RatioPlot=1
RatioPlotReference=/ATLAS_2017_I1604271/d02-x01-y01
# END PLOT

# BEGIN HISTO1D /ATLAS_2017_I1604271/d02-x01-y01
ConnectBins=0
ErrorBars=1
IsRef=1
Path=/ATLAS_2017_I1604271/d02-x01-y01
PolyMarker=*
Title=Data
# xlow	 xhigh	 val	 errminus	 errplus
7.000000e+01	8.500000e+01	3.523250e+04	3.495522e+03	3.724435e+03
8.500000e+01	1.000000e+02	1.422150e+04	1.221754e+03	1.288129e+03
1.000000e+02	1.160000e+02	6.519500e+03	5.112403e+02	5.356197e+02
1.160000e+02	1.340000e+02	3.066070e+03	2.177619e+02	2.288881e+02
1.340000e+02	1.520000e+02	1.499100e+03	9.925909e+01	1.037649e+02
1.520000e+02	1.720000e+02	7.577600e+02	4.738710e+01	4.884313e+01
1.720000e+02	1.940000e+02	3.926390e+02	2.367508e+01	2.414228e+01
1.940000e+02	2.160000e+02	2.069440e+02	1.212589e+01	1.233505e+01
2.160000e+02	2.400000e+02	1.145500e+02	6.610311e+00	6.666968e+00
2.400000e+02	2.640000e+02	6.328700e+01	3.578358e+00	3.591466e+00
2.640000e+02	2.900000e+02	3.628700e+01	2.000531e+00	2.042123e+00
2.900000e+02	3.180000e+02	2.086100e+01	1.116738e+00	1.166048e+00
3.180000e+02	3.460000e+02	1.240400e+01	6.546629e-01	6.818402e-01
3.460000e+02	3.760000e+02	7.566900e+00	3.991535e-01	4.066627e-01
3.760000e+02	4.080000e+02	4.511200e+00	2.429667e-01	2.440446e-01
4.080000e+02	4.420000e+02	2.715800e+00	1.521648e-01	1.532917e-01
4.420000e+02	4.780000e+02	1.638200e+00	9.612789e-02	9.745468e-02
4.780000e+02	5.160000e+02	9.953000e-01	6.133245e-02	6.227366e-02
5.160000e+02	5.560000e+02	6.045000e-01	3.875892e-02	3.934816e-02
5.560000e+02	5.980000e+02	3.718600e-01	2.444033e-02	2.486007e-02
5.980000e+02	6.420000e+02	2.276200e-01	1.526700e-02	1.559118e-02
6.420000e+02	6.880000e+02	1.390600e-01	9.434168e-03	9.688827e-03
6.880000e+02	7.360000e+02	8.531400e-02	5.815875e-03	6.013641e-03
7.360000e+02	7.860000e+02	5.191600e-02	3.559823e-03	3.701429e-03
7.860000e+02	8.380000e+02	3.189500e-02	2.217009e-03	2.306901e-03
8.380000e+02	8.940000e+02	1.898500e-02	1.351105e-03	1.398098e-03
8.940000e+02	9.520000e+02	1.134600e-02	8.303656e-04	8.527376e-04
9.520000e+02	1.012000e+03	6.725000e-03	5.067092e-04	5.175694e-04
1.012000e+03	1.076000e+03	3.879000e-03	3.012165e-04	3.068984e-04
1.076000e+03	1.162000e+03	2.056900e-03	1.658709e-04	1.690096e-04
1.162000e+03	1.310000e+03	8.497000e-04	7.394690e-05	7.572963e-05
1.310000e+03	1.530000e+03	1.838000e-04	1.890399e-05	1.954946e-05
1.530000e+03	2.500000e+03	6.580000e-06	1.180998e-06	1.198062e-06
# END HISTO1D


# BEGIN HISTO1D //host/pp8TeV-flat.yoda/ATLAS_2017_I1604271/d02-x01-y01
LineColor=red
LineStyle=solid
Path=//host/pp8TeV-flat.yoda/ATLAS_2017_I1604271/d02-x01-y01
ScaledBy=9.69292990000000032e+02
Title=flat
# xlow	 xhigh	 val	 errminus	 errplus
7.000000e+01	8.500000e+01	3.851324e+04	1.577564e+03	1.577564e+03
8.500000e+01	1.000000e+02	1.783499e+04	1.073540e+03	1.073540e+03
1.000000e+02	1.160000e+02	7.572600e+03	6.773140e+02	6.773140e+02
1.160000e+02	1.340000e+02	3.230977e+03	4.171173e+02	4.171173e+02
1.340000e+02	1.520000e+02	1.346240e+03	2.692480e+02	2.692480e+02
1.520000e+02	1.720000e+02	7.754345e+02	1.938586e+02	1.938586e+02
1.720000e+02	1.940000e+02	3.524702e+02	1.246170e+02	1.246170e+02
1.940000e+02	2.160000e+02	1.762351e+02	8.811755e+01	8.811755e+01
2.160000e+02	2.400000e+02	1.615488e+02	8.077442e+01	8.077442e+01
2.400000e+02	2.640000e+02	4.038721e+01	4.038721e+01	4.038721e+01
2.640000e+02	2.900000e+02	0.000000e+00	0.000000e+00	0.000000e+00
2.900000e+02	3.180000e+02	6.923521e+01	4.895669e+01	4.895669e+01
3.180000e+02	3.460000e+02	0.000000e+00	0.000000e+00	0.000000e+00
3.460000e+02	3.760000e+02	3.230977e+01	3.230977e+01	3.230977e+01
3.760000e+02	4.080000e+02	0.000000e+00	0.000000e+00	0.000000e+00
4.080000e+02	4.420000e+02	2.850862e+01	2.850862e+01	2.850862e+01
4.420000e+02	4.780000e+02	0.000000e+00	0.000000e+00	0.000000e+00
4.780000e+02	5.160000e+02	0.000000e+00	0.000000e+00	0.000000e+00
5.160000e+02	5.560000e+02	0.000000e+00	0.000000e+00	0.000000e+00
5.560000e+02	5.980000e+02	0.000000e+00	0.000000e+00	0.000000e+00
5.980000e+02	6.420000e+02	0.000000e+00	0.000000e+00	0.000000e+00
6.420000e+02	6.880000e+02	0.000000e+00	0.000000e+00	0.000000e+00
6.880000e+02	7.360000e+02	0.000000e+00	0.000000e+00	0.000000e+00
7.360000e+02	7.860000e+02	0.000000e+00	0.000000e+00	0.000000e+00
7.860000e+02	8.380000e+02	0.000000e+00	0.000000e+00	0.000000e+00
8.380000e+02	8.940000e+02	0.000000e+00	0.000000e+00	0.000000e+00
8.940000e+02	9.520000e+02	0.000000e+00	0.000000e+00	0.000000e+00
9.520000e+02	1.012000e+03	0.000000e+00	0.000000e+00	0.000000e+00
1.012000e+03	1.076000e+03	0.000000e+00	0.000000e+00	0.000000e+00
1.076000e+03	1.162000e+03	0.000000e+00	0.000000e+00	0.000000e+00
1.162000e+03	1.310000e+03	0.000000e+00	0.000000e+00	0.000000e+00
1.310000e+03	1.530000e+03	0.000000e+00	0.000000e+00	0.000000e+00
1.530000e+03	2.500000e+03	0.000000e+00	0.000000e+00	0.000000e+00
# END HISTO1D


# BEGIN HISTO1D //host/pp8TeV-bias.yoda/ATLAS_2017_I1604271/d02-x01-y01
LineColor=blue
LineStyle=solid
Path=//host/pp8TeV-bias.yoda/ATLAS_2017_I1604271/d02-x01-y01
ScaledBy=6.58718750237914264e+03
Title=bias
# xlow	 xhigh	 val	 errminus	 errplus
7.000000e+01	8.500000e+01	3.975043e+04	2.431248e+03	2.431248e+03
8.500000e+01	1.000000e+02	1.751299e+04	1.322538e+03	1.322538e+03
1.000000e+02	1.160000e+02	7.542000e+03	6.158811e+02	6.158811e+02
1.160000e+02	1.340000e+02	3.996034e+03	3.036382e+02	3.036382e+02
1.340000e+02	1.520000e+02	1.869671e+03	1.577663e+02	1.577663e+02
1.520000e+02	1.720000e+02	1.005526e+03	9.737962e+01	9.737962e+01
1.720000e+02	1.940000e+02	5.103477e+02	4.691634e+01	4.691634e+01
1.940000e+02	2.160000e+02	2.670454e+02	2.683551e+01	2.683551e+01
2.160000e+02	2.400000e+02	1.314813e+02	1.562332e+01	1.562332e+01
2.400000e+02	2.640000e+02	7.215025e+01	7.208254e+00	7.208254e+00
2.640000e+02	2.900000e+02	4.786742e+01	4.872051e+00	4.872051e+00
