# BEGIN PLOT
Legend=1
LogY=1
XLabel=$p_\mathrm{T}$ [GeV]
YLabel=$\mathrm{d}^2\sigma / \mathrm{d}p_\mathrm{T}\mathrm{d}y$ [pb/GeV]
LogX=1
Title=Inclusive jet cross section ($2.5 \leq |y| < 3.0$), $R = 0.4$
DrawOnly=/ATLAS_2017_I1604271/d12-x01-y01 //host/pp8TeV-flat.yoda/ATLAS_2017_I1604271/d12-x01-y01 //host/pp8TeV-bias.yoda/ATLAS_2017_I1604271/d12-x01-y01
LegendOnly=/ATLAS_2017_I1604271/d12-x01-y01 //host/pp8TeV-flat.yoda/ATLAS_2017_I1604271/d12-x01-y01 //host/pp8TeV-bias.yoda/ATLAS_2017_I1604271/d12-x01-y01
RatioPlot=1
RatioPlotReference=/ATLAS_2017_I1604271/d12-x01-y01
# END PLOT

# BEGIN HISTO1D /ATLAS_2017_I1604271/d12-x01-y01
ConnectBins=0
ErrorBars=1
IsRef=1
Path=/ATLAS_2017_I1604271/d12-x01-y01
PolyMarker=*
Title=Data
# xlow	 xhigh	 val	 errminus	 errplus
7.000000e+01	8.500000e+01	9.969300e+03	1.045234e+03	1.084192e+03
8.500000e+01	1.000000e+02	3.726100e+03	3.421817e+02	3.517404e+02
1.000000e+02	1.160000e+02	1.566110e+03	1.335995e+02	1.396334e+02
1.160000e+02	1.340000e+02	6.341800e+02	5.177942e+01	5.402350e+01
1.340000e+02	1.520000e+02	2.688820e+02	2.171159e+01	2.248322e+01
1.520000e+02	1.720000e+02	1.119400e+02	9.225291e+00	9.317807e+00
1.720000e+02	1.940000e+02	4.637000e+01	4.000550e+00	3.955135e+00
1.940000e+02	2.160000e+02	1.929100e+01	1.733859e+00	1.747129e+00
2.160000e+02	2.400000e+02	7.695000e+00	7.355405e-01	7.512072e-01
2.400000e+02	2.640000e+02	2.989000e+00	3.046083e-01	3.147883e-01
2.640000e+02	2.900000e+02	1.158700e+00	1.242797e-01	1.295772e-01
2.900000e+02	3.180000e+02	4.198000e-01	4.680988e-02	4.860842e-02
3.180000e+02	3.460000e+02	1.303000e-01	1.574236e-02	1.615947e-02
3.460000e+02	3.760000e+02	3.930000e-02	5.329578e-03	5.352517e-03
3.760000e+02	4.080000e+02	1.044000e-02	1.687064e-03	1.696559e-03
4.080000e+02	4.420000e+02	1.979000e-03	3.945514e-04	4.185032e-04
4.420000e+02	4.780000e+02	3.790000e-04	9.374517e-05	1.044475e-04
4.780000e+02	5.560000e+02	3.050000e-05	1.477211e-05	1.574622e-05
# END HISTO1D


# BEGIN HISTO1D //host/pp8TeV-flat.yoda/ATLAS_2017_I1604271/d12-x01-y01
LineColor=red
LineStyle=solid
Path=//host/pp8TeV-flat.yoda/ATLAS_2017_I1604271/d12-x01-y01
ScaledBy=9.69292990000000032e+02
Title=flat
# xlow	 xhigh	 val	 errminus	 errplus
7.000000e+01	8.500000e+01	1.247157e+04	8.977233e+02	8.977233e+02
8.500000e+01	1.000000e+02	5.621899e+03	6.027309e+02	6.027309e+02
1.000000e+02	1.160000e+02	1.878005e+03	3.372997e+02	3.372997e+02
1.160000e+02	1.340000e+02	9.692928e+02	2.284645e+02	2.284645e+02
1.340000e+02	1.520000e+02	1.615488e+02	9.327027e+01	9.327027e+01
1.520000e+02	1.720000e+02	1.938586e+02	9.692930e+01	9.692930e+01
1.720000e+02	1.940000e+02	0.000000e+00	0.000000e+00	0.000000e+00
1.940000e+02	2.160000e+02	0.000000e+00	0.000000e+00	0.000000e+00
2.160000e+02	2.400000e+02	0.000000e+00	0.000000e+00	0.000000e+00
2.400000e+02	2.640000e+02	0.000000e+00	0.000000e+00	0.000000e+00
2.640000e+02	2.900000e+02	0.000000e+00	0.000000e+00	0.000000e+00
2.900000e+02	3.180000e+02	0.000000e+00	0.000000e+00	0.000000e+00
3.180000e+02	3.460000e+02	0.000000e+00	0.000000e+00	0.000000e+00
3.460000e+02	3.760000e+02	0.000000e+00	0.000000e+00	0.000000e+00
3.760000e+02	4.080000e+02	0.000000e+00	0.000000e+00	0.000000e+00
4.080000e+02	4.420000e+02	0.000000e+00	0.000000e+00	0.000000e+00
4.420000e+02	4.780000e+02	0.000000e+00	0.000000e+00	0.000000e+00
4.780000e+02	5.560000e+02	0.000000e+00	0.000000e+00	0.000000e+00
# END HISTO1D


# BEGIN HISTO1D //host/pp8TeV-bias.yoda/ATLAS_2017_I1604271/d12-x01-y01
LineColor=blue
LineStyle=solid
Path=//host/pp8TeV-bias.yoda/ATLAS_2017_I1604271/d12-x01-y01
ScaledBy=6.58718750237914264e+03
Title=bias
# xlow	 xhigh	 val	 errminus	 errplus
7.000000e+01	8.500000e+01	1.017156e+04	1.063840e+03	1.063840e+03
8.500000e+01	1.000000e+02	4.079968e+03	4.361144e+02	4.361144e+02
1.000000e+02	1.160000e+02	1.789258e+03	2.025408e+02	2.025408e+02
1.160000e+02	1.340000e+02	1.125990e+03	2.306909e+02	2.306909e+02
1.340000e+02	1.520000e+02	2.521013e+02	3.884233e+01	3.884233e+01
1.520000e+02	1.720000e+02	1.155764e+02	2.114206e+01	2.114206e+01
1.720000e+02	1.940000e+02	7.160300e+01	1.575146e+01	1.575146e+01
1.940000e+02	2.160000e+02	3.647501e+01	7.487988e+00	7.487988e+00
2.160000e+02	2.400000e+02	7.456767e+00	2.548851e+00	2.548851e+00
2.400000e+02	2.640000e+02	2.865780e+00	1.267851e+00	1.267851e+00
2.640000e+02	2.900000e+02	9.011062e-01	4.804565e-01	4.804565e-01
2.900000e+02	3.180000e+02	2.175924e-01	2.175924e-01	2.175924e-01
3.180000e+02	3.460000e+02	2.619801e-01	1.855495e-01	1.855495e-01
3.460000e+02	3.760000e+02	5.650297e-02	5.650298e-02	5.650298e-02
3.760000e+02	4.080000e+02	0.000000e+00	0.000000e+00	0.000000e+00
4.080000e+02	4.420000e+02	0.000000e+00	0.000000e+00	0.000000e+00
4.420000e+02	4.780000e+02	0.000000e+00	0.000000e+00	0.000000e+00
4.780000e+02	5.560000e+02	0.000000e+00	0.000000e+00	0.000000e+00
# END HISTO1D

