# BEGIN PLOT
Legend=1
LogY=1
XLabel=$p_\mathrm{T}$ [GeV]
YLabel=$\mathrm{d}^2\sigma / \mathrm{d}p_\mathrm{T}\mathrm{d}y$ [pb/GeV]
LogX=1
Title=Inclusive jet cross section ($2.0 \leq |y| < 2.5$), $R = 0.6$
DrawOnly=/ATLAS_2017_I1604271/d05-x01-y01 //host/pp8TeV-flat.yoda/ATLAS_2017_I1604271/d05-x01-y01 //host/pp8TeV-bias.yoda/ATLAS_2017_I1604271/d05-x01-y01
LegendOnly=/ATLAS_2017_I1604271/d05-x01-y01 //host/pp8TeV-flat.yoda/ATLAS_2017_I1604271/d05-x01-y01 //host/pp8TeV-bias.yoda/ATLAS_2017_I1604271/d05-x01-y01
RatioPlot=1
RatioPlotReference=/ATLAS_2017_I1604271/d05-x01-y01
# END PLOT

# BEGIN HISTO1D /ATLAS_2017_I1604271/d05-x01-y01
ConnectBins=0
ErrorBars=1
IsRef=1
Path=/ATLAS_2017_I1604271/d05-x01-y01
PolyMarker=*
Title=Data
# xlow	 xhigh	 val	 errminus	 errplus
7.000000e+01	8.500000e+01	2.010490e+04	2.320745e+03	2.438005e+03
8.500000e+01	1.000000e+02	7.668900e+03	7.747478e+02	8.185045e+02
1.000000e+02	1.160000e+02	3.167600e+03	2.875610e+02	3.022019e+02
1.160000e+02	1.340000e+02	1.414540e+03	1.145612e+02	1.182751e+02
1.340000e+02	1.520000e+02	6.536100e+02	4.997480e+01	5.019119e+01
1.520000e+02	1.720000e+02	3.110660e+02	2.279193e+01	2.253101e+01
1.720000e+02	1.940000e+02	1.455090e+02	1.034206e+01	1.044636e+01
1.940000e+02	2.160000e+02	6.950000e+01	4.801266e+00	4.899451e+00
2.160000e+02	2.400000e+02	3.469000e+01	2.393058e+00	2.435419e+00
2.400000e+02	2.640000e+02	1.675400e+01	1.162517e+00	1.179546e+00
2.640000e+02	2.900000e+02	8.301000e+00	5.953019e-01	6.059356e-01
2.900000e+02	3.180000e+02	4.009000e+00	2.962479e-01	3.038377e-01
3.180000e+02	3.460000e+02	1.952000e+00	1.528089e-01	1.536686e-01
3.460000e+02	3.760000e+02	9.391000e-01	7.880909e-02	7.682676e-02
3.760000e+02	4.080000e+02	4.353000e-01	4.002768e-02	3.881727e-02
4.080000e+02	4.420000e+02	1.905000e-01	1.953542e-02	1.922400e-02
4.420000e+02	4.780000e+02	8.173000e-02	9.141418e-03	9.217666e-03
4.780000e+02	5.160000e+02	3.226300e-02	3.975208e-03	4.138523e-03
5.160000e+02	5.560000e+02	1.258600e-02	1.647622e-03	1.761819e-03
5.560000e+02	5.980000e+02	4.426000e-03	6.336216e-04	6.922186e-04
5.980000e+02	6.420000e+02	1.531000e-03	2.410549e-04	2.701024e-04
6.420000e+02	6.880000e+02	4.622000e-04	8.105900e-05	9.252890e-05
6.880000e+02	7.360000e+02	1.046000e-04	2.102700e-05	2.418637e-05
7.360000e+02	8.380000e+02	1.348000e-05	3.607825e-06	4.399814e-06
# END HISTO1D


# BEGIN HISTO1D //host/pp8TeV-flat.yoda/ATLAS_2017_I1604271/d05-x01-y01
LineColor=red
LineStyle=solid
Path=//host/pp8TeV-flat.yoda/ATLAS_2017_I1604271/d05-x01-y01
ScaledBy=9.69292990000000032e+02
Title=flat
# xlow	 xhigh	 val	 errminus	 errplus
7.000000e+01	8.500000e+01	2.080749e+04	1.159556e+03	1.159556e+03
8.500000e+01	1.000000e+02	1.130842e+04	8.548362e+02	8.548362e+02
1.000000e+02	1.160000e+02	4.543561e+03	5.246452e+02	5.246452e+02
1.160000e+02	1.340000e+02	2.046285e+03	3.319513e+02	3.319513e+02
1.340000e+02	1.520000e+02	3.230977e+02	1.319041e+02	1.319041e+02
1.520000e+02	1.720000e+02	2.423233e+02	1.083703e+02	1.083703e+02
1.720000e+02	1.940000e+02	8.811755e+01	6.230852e+01	6.230852e+01
1.940000e+02	2.160000e+02	4.405877e+01	4.405877e+01	4.405877e+01
2.160000e+02	2.400000e+02	8.077442e+01	5.711614e+01	5.711614e+01
2.400000e+02	2.640000e+02	0.000000e+00	0.000000e+00	0.000000e+00
2.640000e+02	2.900000e+02	3.728050e+01	3.728050e+01	3.728050e+01
2.900000e+02	3.180000e+02	0.000000e+00	0.000000e+00	0.000000e+00
3.180000e+02	3.460000e+02	0.000000e+00	0.000000e+00	0.000000e+00
3.460000e+02	3.760000e+02	0.000000e+00	0.000000e+00	0.000000e+00
3.760000e+02	4.080000e+02	0.000000e+00	0.000000e+00	0.000000e+00
4.080000e+02	4.420000e+02	0.000000e+00	0.000000e+00	0.000000e+00
4.420000e+02	4.780000e+02	0.000000e+00	0.000000e+00	0.000000e+00
4.780000e+02	5.160000e+02	0.000000e+00	0.000000e+00	0.000000e+00
5.160000e+02	5.560000e+02	0.000000e+00	0.000000e+00	0.000000e+00
5.560000e+02	5.980000e+02	0.000000e+00	0.000000e+00	0.000000e+00
5.980000e+02	6.420000e+02	0.000000e+00	0.000000e+00	0.000000e+00
6.420000e+02	6.880000e+02	0.000000e+00	0.000000e+00	0.000000e+00
6.880000e+02	7.360000e+02	0.000000e+00	0.000000e+00	0.000000e+00
7.360000e+02	8.380000e+02	0.000000e+00	0.000000e+00	0.000000e+00
# END HISTO1D


# BEGIN HISTO1D //host/pp8TeV-bias.yoda/ATLAS_2017_I1604271/d05-x01-y01
LineColor=blue
LineStyle=solid
Path=//host/pp8TeV-bias.yoda/ATLAS_2017_I1604271/d05-x01-y01
ScaledBy=6.58718750237914264e+03
Title=bias
# xlow	 xhigh	 val	 errminus	 errplus
7.000000e+01	8.500000e+01	2.189906e+04	1.700964e+03	1.700964e+03
8.500000e+01	1.000000e+02	8.631480e+03	7.923941e+02	7.923941e+02
1.000000e+02	1.160000e+02	4.062023e+03	4.144009e+02	4.144009e+02
1.160000e+02	1.340000e+02	1.904661e+03	2.230704e+02	2.230704e+02
1.340000e+02	1.520000e+02	1.125611e+03	1.685199e+02	1.685199e+02
1.520000e+02	1.720000e+02	4.178186e+02	5.495598e+01	5.495598e+01
1.720000e+02	1.940000e+02	1.563358e+02	1.837964e+01	1.837964e+01
1.940000e+02	2.160000e+02	6.940236e+01	9.496674e+00	9.496674e+00
2.160000e+02	2.400000e+02	4.055582e+01	7.063278e+00	7.063278e+00
2.400000e+02	2.640000e+02	2.438512e+01	4.481356e+00	4.481356e+00
2.640000e+02	2.900000e+02	1.156776e+01	3.062102e+00	3.062102e+00
2.900000e+02	3.180000e+02	4.727550e+00	1.071777e+00	1.071777e+00
3.180000e+02	3.460000e+02	2.135304e+00	6.504232e-01	6.504232e-01
3.460000e+02	3.760000e+02	9.996943e-01	3.397165e-01	3.397165e-01
3.760000e+02	4.080000e+02	6.988009e-01	2.434957e-01	2.434957e-01
4.080000e+02	4.420000e+02	1.889011e-01	8.534514e-02	8.534514e-02
4.420000e+02	4.780000e+02	6.123253e-02	4.434724e-02	4.434724e-02
4.780000e+02	5.160000e+02	6.524616e-03	6.524616e-03	6.524616e-03
5.160000e+02	5.560000e+02	4.524288e-02	2.634360e-02	2.634360e-02
5.560000e+02	5.980000e+02	0.000000e+00	0.000000e+00	0.000000e+00
5.980000e+02	6.420000e+02	0.000000e+00	0.000000e+00	0.000000e+00
6.420000e+02	6.880000e+02	0.000000e+00	0.000000e+00	0.000000e+00
6.880000e+02	7.360000e+02	0.000000e+00	0.000000e+00	0.000000e+00
7.360000e+02	8.380000e+02	0.000000e+00	0.000000e+00	0.000000e+00
# END HISTO1D

