# BEGIN PLOT
Legend=1
LogY=1
XLabel=$p_\mathrm{T}$ [GeV]
YLabel=$\mathrm{d}^2\sigma / \mathrm{d}p_\mathrm{T}\mathrm{d}y$ [pb/GeV]
LogX=1
Title=Inclusive jet cross section ($2.5 \leq |y| < 3.0$), $R = 0.6$
DrawOnly=/ATLAS_2017_I1604271/d06-x01-y01 //host/pp8TeV-flat.yoda/ATLAS_2017_I1604271/d06-x01-y01 //host/pp8TeV-bias.yoda/ATLAS_2017_I1604271/d06-x01-y01
LegendOnly=/ATLAS_2017_I1604271/d06-x01-y01 //host/pp8TeV-flat.yoda/ATLAS_2017_I1604271/d06-x01-y01 //host/pp8TeV-bias.yoda/ATLAS_2017_I1604271/d06-x01-y01
RatioPlot=1
RatioPlotReference=/ATLAS_2017_I1604271/d06-x01-y01
# END PLOT

# BEGIN HISTO1D /ATLAS_2017_I1604271/d06-x01-y01
ConnectBins=0
ErrorBars=1
IsRef=1
Path=/ATLAS_2017_I1604271/d06-x01-y01
PolyMarker=*
Title=Data
# xlow	 xhigh	 val	 errminus	 errplus
7.000000e+01	8.500000e+01	1.364450e+04	1.719752e+03	1.826730e+03
8.500000e+01	1.000000e+02	5.071100e+03	5.527242e+02	5.837717e+02
1.000000e+02	1.160000e+02	2.024300e+03	2.060928e+02	2.133793e+02
1.160000e+02	1.340000e+02	8.248200e+02	7.977539e+01	8.116359e+01
1.340000e+02	1.520000e+02	3.531600e+02	3.294983e+01	3.360269e+01
1.520000e+02	1.720000e+02	1.435670e+02	1.266419e+01	1.296800e+01
1.720000e+02	1.940000e+02	5.772400e+01	5.168270e+00	5.266112e+00
1.940000e+02	2.160000e+02	2.294400e+01	2.142376e+00	2.202145e+00
2.160000e+02	2.400000e+02	9.310000e+00	9.222722e-01	9.545140e-01
2.400000e+02	2.640000e+02	3.705000e+00	3.730904e-01	3.843040e-01
2.640000e+02	2.900000e+02	1.415000e+00	1.491709e-01	1.520642e-01
2.900000e+02	3.180000e+02	5.147000e-01	5.886858e-02	5.965083e-02
3.180000e+02	3.460000e+02	1.678000e-01	2.180814e-02	2.200078e-02
3.460000e+02	3.760000e+02	4.826000e-02	7.243040e-03	7.197904e-03
3.760000e+02	4.080000e+02	1.333000e-02	2.230003e-03	2.156850e-03
